id,name,n_tiers,entry_price,top_price,median_price,tier_rev,tier_backers,top_tier_rev_share,hhi_rev,whale_rev_share,money_max_price
1069659,"Alas for the Awful Sea: Myth, Mystery & Crime in 1800s UK",6,10.61,265.17,61.75,17443.39,755,0.030403493816282275,0.3100393258297292,0.030403493816282275,20.46
1686361,Cat's Cradle: A Fantasy Town for 5e and Other RPG Systems,6,24,135,56,30333,629,0.05785777865690832,0.47223943003309105,0,60
10791117,Tachyon Squadron (Fate Core RPG),5,1,50,25,17848,1011,0.016808606006275213,0.42989748985456355,0,25
17763060,Space: 1889 - the Mars sourcebook,10,1.17,308.79,84.47999999999999,29135.15,557,0.07418976734288309,0.21166592688993785,0.29015982412995983,40.78
19327102,Trudvang: Seed of Vanirs,12,21.04,204.38,72.13,89382.07,1202,0.12347577092363154,0.12436325148903817,0,54.1
22332279,World of Revilo Campaign Setting & Bestiary for 5E DND.,11,12,400,50,31881,590,0.025093315768012294,0.22909682635681194,0.025093315768012294,175
22451171,"Faerie Fire, a 5e supplemental",30,15,1000,250,36565,1145,0,0.4183863494760066,0.03008341309995898,30
31978058,The Thundercats Roleplaying Game is Here!,11,40,350,180,211095,2036,0.0232122977806201,0.14800820153245758,0.2168691821217935,280
40736229,Age of Antiquity: An Ancient World Setting for 5E.,4,25,250,60,110005,2063,0.04545247943275306,0.3877142793057774,0.04545247943275306,75
53568325,Wicked Ones,3,19.87,46.22,39.75,38368,1124,0.1204649708090075,0.5349572683963814,0,39.75
59430470,Sandy Petersen's Cthulhu Mythos for 5e,8,19,1700,87.5,222498,4250,0,0.3372156770226726,0,49
60275424,Trilemma Adventures: The Servants of Memory,8,8.95,58.92,22.375,12588.28,402,0.5991096480218108,0.39955335421414445,0,58.92
63683551,The Wildsea RPG,11,12,500,88,85905,1705,0.005820382981200163,0.23336140891494794,0.03492229788720098,49
65171718,Arium RPG,3,8,200,20,12368,763,0.04851228978007762,0.6240893747416443,0,20
69845919,Hundreds of New Monsters for Shadowdark RPG!,8,59,349,174,198806,1314,0.03335412412100239,0.3332899566281246,0.0995291892598815,149
69850494,The Hero's Journey 2e,8,15,65,30,22125,765,0.11457627118644068,0.2844320342174982,0,40
75749337,Kamigakari: God Hunters - Modern Action Anime Roleplaying,13,1,200,55,69297,1525,0.020202894786210082,0.17622078130613078,0,65
77475146,Wandering Monster Decks for 5E and Pathfinder! Only $12!,11,1,360,80,33146,710,0.05430519519700718,0.1892405092763247,0.07059675375610934,42
79428668,The Dark Moon Rises,7,29.7,322.79,96.84,192170.48,1313,0.30402687238955745,0.29969090175957724,0.30402687238955745,161.4
83121044,ACUTE PARANOIA: A box full of treason and summary executions,11,1.34,334.19,106.94,88289.98,849,0.04542168884849674,0.3071681717661419,0.2392194448339438,106.94
83585739,Never Going Home: World War Occult Role Playing,5,10,250,45,31810,764,0.15718327569946558,0.2833553930169909,0.15718327569946558,65
88939782,Lairs & Legends 3: The Definitive 5e Game Master Collection,14,80,525,145,125860,816,0.004171301446051168,0.28466953967225117,0.1668520578420467,160
91199422,The Chronicles of Future Earth Roleplaying Game,12,1.32,263.09,72.35,29285.37,410,0.01796733317694125,0.2660962289759009,0.01796733317694125,105.24
91289943,Your Best Game Ever!,11,20,400,100,492945,4912,0.022720587489476515,0.3064538026805155,0.603312742800921,260
100173367,"Deluxe RPG ""Handbrain"" Screen",5,1,25,10,21512,1026,0.4892618073633321,0.4565136770247393,0,25
100177985,Heart: The City Beneath RPG,13,1.25,748.25,62.35,90545.15,1840,0.024791499047712662,0.1782572805588723,0.13773018212460855,81.06
101591223,Capharnaum - The Roleplaying Game,9,1.32,658.52,46.1,30434.07,466,0.04327518468611,0.2355861902450001,0.04327518468611,65.85
102655111,Heroic Challenges - Roleplaying Cards for Players and GMs,14,2.16,216.3,40.555,46886.79,1012,0.004613239677956201,0.1422496522217671,0,102.74
103372532,Advanced Player's Guide 2 and Bestiary 2,5,40,475,70,134355,1552,0.07424360835101038,0.36493157963971673,0.07424360835101038,125
104652025,For Coin & Blood: Second Edition,2,10,25,17.5,14860,739,0.8378196500672948,0.728244231943179,0,25
106972727,Seeds of Wars: RPG Realm Management,9,1.14,495.26,53.63,32658.980000000003,652,0.09098753237241333,0.267193037100295,0.09098753237241333,53.63
110885957,Total Party Kill Bestiary: 5E Monsters for Veteran Heroes,8,1,500,55,17252,501,0,0.41828055271998354,0,38
116574740,Izirion's Enchiridion of the West Marches,7,1,800,70,23275,568,0,0.2563495588749379,0.01288936627282492,45
117957031,Traveller RPG: Element Class Cruisers Box Set,7,1.4,455.36,210.17,54488.43,559,0.18385407691137368,0.2853067531646018,0.29699662845855535,70.06
120834240,Rōnin: Densetsu,21,1.31,983.03,45.87,105926.75,880,0,0.10601697567950497,0.09960751179470717,85.2
124987664,Shadows of Esteren RPG: Dark Romanticism,16,20,1000,205,98980,828,0.02020610224287735,0.11578962152692564,0.26954940391998383,200
138222945,Thirsty Sword Lesbians,9,10,69,30,182057,5920,0.18192104670515277,0.2013786805294361,0,30
140744503,Rise of the Demigods,19,10,5000,100,39600,675,0,0.18772586980920314,0.03787878787878788,55
141214470,The Smurfs: Roleplaying Game,9,29,999,129,124951,1009,0.06396107274051428,0.21860849678122043,0.3739946058855071,349
142056623,Widdershins: the Roleplaying Game - FUNDED IN FOUR HOURS!,18,1,1000,175,38357,515,0.05214172119821675,0.12183076827260532,0.19031728237349116,50
144514647,Adventure Kit: Shadows Over Driftchapel - 5E Compatible,5,1,75,25,23016,946,0.009775808133472367,0.36336255225090724,0,25
147730904,A Christmas Carol Adventure,7,7,450,45,18260,488,0.04928806133625411,0.23258137598687093,0.04928806133625411,30
147748820,Heroes of Might and Magic TTRPG,8,20.4,237.97,90.66,186623.73,1931,0.4820001186344309,0.2896706848277526,0,237.97
157189593,Tales from the Gods,5,9.78,88.04,41.57,19088.48,575,0.07840750023050552,0.5635565135933435,0,41.57
162898685,Ultimate Kingdoms for DnD 5E or PFRPG,13,1,400,60,59459,1139,0.020181974133436486,0.22093593391095168,0.033636623555727475,60
164422068,Tales from the Loop - Roleplaying in the '80s That Never Was,6,1.08,271.16,62.364999999999995,254885.3,5593,0.053192553670219515,0.40178829542340044,0.053192553670219515,37.96
169124555,Fear Agent™ for Savage Worlds,8,25,150,57.5,27500,509,0.3,0.1918738512396694,0,150
178404838,The Combat Compendium - A Dungeon Master's tool,8,3.34,105.67,105.67,22621.38,235,0.07006866955066401,0.17523515278454327,0,105.67
180344357,5th Edition Players Guide to Aihrde,10,10,225,77.5,24845,466,0.08150533306500302,0.18103697948411163,0,120
185636955,Epic Legacy Core Rulebook - 5th Edition Beyond 20th Level,10,1,450,82.5,23228,535,0.07749268124677114,0.23630151199322422,0.07749268124677114,40
186851036,Fate of Cthulhu,7,10,127,62,67749,2123,0.02062023055690859,0.3350856914859244,0,35
188981187,Wickedness,10,5,140,70,18254,637,0.030678207516160842,0.252260017267986,0,22
194038714,A Strange Box,7,20,5000,250,157180,969,0.03181066293421555,0.3330618585966124,0.22458328031556177,160
195169980,Quest: Fantastic Characters and Wondrous Treasures,12,25,300,60,37270,294,0.008049369466058493,0.3502335656187032,0.3501475717735444,150
207235984,Part-Time Gods Second Edition -- Tabletop RPG,8,5,1000,140,28885,751,0,0.4584965917353737,0.11424614851999308,50
207976437,"Eldamon! Befriend, Train, Battle, & Evolve in DnD 5E & PF2e",9,39,399,129,145854,1086,0.11489571763544366,0.1667620786374556,0.20596624021281557,159
209915152,Legendlore RPG Setting for 5th Edition Fantasy Roleplaying,10,5,300,97.5,20325,482,0.04428044280442804,0.3724776804963622,0.08118081180811808,50
212538961,SIN: A Spire RPG Sourcebook,10,1.38,551.15,68.895,71636.76,1204,0.03846837852521527,0.2618639577166746,0.1077127162088291,55.12
213977892,Roleplaying Spell Effects 2.0 - Cheaper and Pre-Cut,3,5,30,30,34395,1189,0.9280418665503707,0.8654826336777645,0,30
215582290,Beyond the Woods: Open World Exploration and Survival for 5e,6,41.16,259.96,108.315,166818.28,1594,0.22907633384063184,0.21317979363894402,0.22907633384063184,113.73
218957478,Spheres of Might: A New Pathfinder Martial System,14,1,10000,55,23184,510,0,0.10238468002372832,0,20
220682271,Mutant Chronicles 3rd Ed. RPG,23,8.25,2474.85,164.99,149992.85,875,0.04949935946946804,0.10798813399412863,0.5842574496050978,659.96
221664601,Adventures in Teaching and Learning with TTRPGs:,11,27,999,59,64185,1015,0.12451507361533068,0.1574272358660994,0.1804159850432344,89
223582974,Good Society: A Jane Austen Roleplaying Game,13,4.8,275.88,63.97,96815.98,2360,0.002849529592118987,0.40856077570075794,0.002849529592118987,63.97
226200089,Aizendore's Vault of Tragic Treasure - Magic Items for 5e,9,22.12,1106,131.34,86211.79000000001,1083,0.03848661534576651,0.2225825685412605,0.18217079125720506,107.84
226626560,Odd Jobs,9,1.37,411.83,61.77,39901.42,723,0.05160593282143844,0.2020236767152774,0.05160593282143844,46.67
227616328,Soldier Lune – A Magical Girl Tabletop Role-Playing Game,5,20,100,60,51230,1181,0.27327737653718526,0.3520470789074803,0,40
228757397,Battlezoo Ancestries: Living Legends for Pathfinder and 5E,14,1,399,139,81237,1117,0.02455777539790982,0.16842504792614033,0.09816955328237133,60
231163492,Robert E. Howard's Conan Roleplaying Game,23,1.45,1887.72,130.69,583281.34,4327,0.025891039133876633,0.1207004612913038,0.5274553271325292,435.63
233425101,The Folio: Storyteller's Arcana 1E & 5E gaming supplement,7,25,750,75,18175,303,0,0.31227039575879467,0,50
237602901,Demon City: The Ultimate Horror RPG,7,1,2000,60,67030,1302,0.08951215873489482,0.624705251204151,0.08951215873489482,60
238691247,Nordlond Bestiary and Enemies Book,13,1,450,80,40031,571,0,0.1720354548412011,0.06994579201119133,65
240140839,World of Darkness Dark Eras Prestige Edition,28,1,1000,75,107044,2026,0.009341952841822054,0.20672449540856055,0.12765778558349838,50
242036174,"The Veil: Inheritance, a biopunk tabletop roleplaying game",7,7.53,89.6,30.12,20400.11,638,0.3294099884755523,0.24262892721486648,0,89.6
249641940,TROIKA! RPG: Numinous Edition,7,7.66,275.83,45.97,19830.01,637,0.06954862856851812,0.2218634567032863,0.06954862856851812,22.99
252078043,World Wide Wrestling: Second Edition,11,7,350,90,44468,1429,0.007870828460915715,0.3136172942355125,0.01574165692183143,38
257145215,Spheres of Might and Power; 5th edition D&D Supplements,13,2,165,49,36790,671,0.04484914378907312,0.3053098442775312,0,95
259723232,Project Infinite Hole: An R&D Sourcebox for the Paranoia RPG,9,1.26,370.32,125.53,87137.75,834,0.2039914962229344,0.29751108583417035,0.21479611305088783,125.53
260164916,Rise of the Ice Dragons Trilogy: Three RPG Adventures for 5e,6,1.24,229.14,18.58,35625.31,1515,0.2701416492937184,0.32466727401440226,0,24.77
263400061,The Ruinous Palace of the Metegorgos,4,6.59,156.85,27.02,12665.28,564,0.28483776118648774,0.42347966926638886,0,15.82
272459382,Apothecaria - A Solo Journalling RPG [Zinequest 3],8,1.37,1373.65,26.785,22946.62,1172,0,0.33524887061418474,0,16.48
284330172,Total Party Kill Handbook Volume 2: 5th Edition Encounters,7,1,88,38,23717,568,0.044525024244213014,0.32117707221960795,0,73
284826702,Inferno - Dante's Guide to Hell for 5e,4,5.95,148.69,67.805,360539.99,3003,0.8561614482765144,0.7443050487746533,0,148.69
285318672,The Star on the Shore - A Call of Cthulhu RPG Module,14,1,1499,66,29005,919,0,0.26742424409465687,0,25
286047018,Monsters of the Wilderness for 5th Edition,10,0.78,352.3,48.93,25762.46,628,0.08204961793244901,0.16862444038146848,0.08204961793244901,35.23
287394440,Alchemy & Poisoncraft: A module & an adventure for 5e,18,7.08,332.77,42.485,35335.28,683,0.05650500010188118,0.1621830753502598,0.08928640157938468,70.8
287614458,A Dead Man's Guide to Dragongrin: 5E Campaign Setting Guide,6,1,199,65,50322,973,0.003954532808711895,0.2943138513397985,0,55
288262956,ZAMANORA: Ballad of the Witch,7,41.67,625.06,98.97,196467.44999999998,2079,0.07317436043476923,0.23848472545009433,0.1983126467005094,98.97
289026681,Golden Sky Stories: Twilight Tales,14,1,600,31,19894,828,0.06031969438021514,0.12399355874361724,0.06031969438021514,16
291139367,Hudson & Brand: Shadows of the Past,10,1.29,257.36,61.12,27555.79,699,0.009339597957452862,0.23014540409466308,0.009339597957452862,70.77
294405663,Nights of Payne Town: a new story arc for City of Mist RPG!,13,1,995,42,136452,1736,0.03645970744291033,0.18754308118647015,0.03645970744291033,159
296599506,Trinity Continuum: Aberrant,14,5,475,140,82825,1493,0.017204950196196802,0.24376854927341723,0.04829459704195593,55
306530231,Remarkable Inns & Their Drinks - The Ultimate GM's Guide,10,5.42,542.21,37.955,21189.37,790,0.02558877399375253,0.16910286450442116,0.12794575770775632,27.11
310423733,Dungeon Notes,9,24,300,50,67762,1080,0.1151087630235235,0.16105590194281474,0.1151087630235235,160
325317511,Sly Flourish's Fantastic Adventures for 5e,4,15,35,22.5,28760,1164,0.41863699582753827,0.31331763904820675,0,35
326699241,Legendary Adventures: Epic D&D 5E,3,12,90,30,14214,616,0.03799071338117349,0.6036036742352902,0,30
327202988,The Deluge: Northern War 1655-1660,17,1.71,5140.96,342.73,62527.950000000004,307,0.08221859184572658,0.15742038740914918,0.5451066283158171,205.64
328875743,Overlight RPG: A roleplaying game of kaleidoscopic fantasy,9,1,500,50,40302,945,0.012406332191950772,0.46914272996900297,0.033248970274428066,50
329454592,"Greg Stolze's Reign, Second Edition",16,1,170,67.5,83298,1515,0.05510336382626233,0.11363030472640634,0,75
336368382,TRINITY CONTINUUM: AEON RPG,21,5,800,90,170960,1941,0,0.13468802765697147,0.05191272812353767,90
337693015,The Savage World of Solomon Kane RPG,3,31.28,139.16,63.65,121530.71999999999,1233,0.7225330352687781,0.5814315051203662,0,139.16
341537092,WarQuest 5th player expansion - The Experienced units arrive,10,1,299,197,11851,290,0.6307484600455657,0.41815702085099465,0.7568981520546789,299
341742943,I Guess This Is It,5,1,72,10,17664,1395,0.057065217391304345,0.41966929893437566,0,10
345226938,Adventure Omnibus,2,9,99,54,24291,299,0.9781400518710633,0.9572358184065264,0,99
349116542,Earthdawn 4th Edition - The Adept's Journey: Mystic Paths,13,1,300,85,37936,480,0.34004639392661323,0.17918064177123724,0.39803880219316745,300
349472500,Earthdawn 4th Edition,27,1,1200,50,50507,676,0,0.1698028820868634,0.007721701942305027,100
352288129,Amazing Adventures 5E RPG,7,5,199,75,34866,602,0.051368094992256065,0.33586575179296224,0,99
355494288,Pocket Companion: A guide to Cities and Towns,10,1.26,69.55,22.13,24427.69,928,0.25909326669857036,0.19517471621518032,0,25.29
357437209,Numenera Discovery & Destiny Edizione Italiana,5,62.4,397.09,317.68,19151.46,88,0.2695444629286749,0.26859954585673906,0.6321037665013529,136.15
360289914,Outbreak: Undead 2E - The Survival Horror Simulation RPG.,13,35,500,140,57815,558,0.008648274669203494,0.1695649481052287,0.12107584536884891,180
362001069,Feng Shui 2: Action Movie Roleplaying Game by Robin D. Laws,21,1,650,95,113859,2321,0.022835261156342494,0.11649395758171487,0.13262017056183525,50
362016602,The Fartherall Companion: Deluxe Edition,4,1,100,35,35819,537,0.8319606912532455,0.706245817261834,0,100
365943468,Fallen London: The Roleplaying Game,6,29,300,124,686192,5397,0.008306712989950334,0.295188207549143,0.4209506960151095,299
366725711,Magwa's Magic Item Compendium: Hardcover,4,20,80,45,25380,661,0.21434200157604413,0.2565145330767449,0,40
366886401,Odyssey of the Dragonlords: Remastered Edition,7,1,270,140,247458,1723,0.27386465582038166,0.22267047885668328,0.27386465582038166,270
371040605,Invisible Sun,10,197,9999,701,607141,1602,0.016468991552209454,0.26491677337277164,0.6982414299149621,539
376596708,Trudvang Adventures - for 5E,4,25.5,127.51,63.75,124086.41,1935,0.35040831626928365,0.3410889908264865,0,51
386095974,Blue Rose: The AGE Roleplaying Game of Romantic Fantasy,14,1,600,60,78227,1506,0.00766998606619198,0.25508155929071796,0.00766998606619198,40
386406153,Bestiary Vol #3 - 3D Printable Models,11,24.22,171.73,74.86,25876.19,377,0.37828637059783526,0.2952974028156855,0,39.63
386764160,"Bucket of Bolts, a solo RPG zine",7,6.87,43.94,20.6,60350.64,2872,0.4324785950902923,0.2744340383808603,0,43.94
387599105,i'm sorry did you say street magic,6,10,30,20,18570,1123,0.15347334410339256,0.2963588848203932,0,20
391020392,Adventure Builder,4,5,109,27,22822,466,0.4394005783892735,0.45970900167429113,0,39
393972563,Tome of Alchemy: Magic Item and Potion Creation for 5e,17,5,275,55,67717,1126,0.06091527976726671,0.21714951475702443,0.06091527976726671,75
395502599,Wearing the Cape: The Roleplaying Game,7,1,230,75,35929,610,0.032007570486236744,0.19616678605985297,0,59
400116732,The Wild Hunt for Call of Cthulhu,7,1.41,113.11,49.48,16489.02,541,0.01371943268914708,0.2711410686793373,0,28.28
400954173,The BOLT RPG Engine,7,1,275,60,19497,719,0.02820946812330102,0.541556992226371,0.02820946812330102,35
402584422,Bedlam Hall - A Macabre Victorian Role-Playing Game,9,5,350,75,20175,625,0.06939281288723669,0.2577564648851668,0.08178438661710037,40
403963521,The 7th Edition Guide to Cthulhu Invictus,14,1,500,40,30774,594,0.03249496328069149,0.1685815401348867,0.03249496328069149,100
407828944,Mothership Sci-Fi Horror RPG 1st Edition Boxed Set,4,29,199,79,1290202,14108,0.246474583049786,0.3708194319067072,0,99
412970632,Cults of the Blood Gods for Vampire: The Masquerade 5th Ed.,14,5,800,350,103355,2022,0.030961250060471193,0.4689716538599813,0.11416960959798751,55
418937843,Pathfinder for Savage Worlds,8,1,300,62.5,324949,2167,0.6351765969429048,0.44190143511657726,0.6351765969429048,300
420721531,MAIN GAUCHE chaos supplement for ZWEIHÄNDER Grim & Perilous,8,1,350,47.5,49156,1049,0.028480755146879325,0.29292384326924203,0.0475221743022215,50
427331348,Psionics Guide for Starfinder RPG from Dreamscarred Press,9,10,500,250,27585,736,0.0181257930034439,0.3152681896209613,0.045314482508609755,50
428084629,Twisting Catacombs . Litchmyre Dungeon,12,1.33,252.2,82.3,81468.58,1014,0.19502733446440332,0.2285631934316684,0.19502733446440332,204.42
431864924,Dungeon Crawl Classics Scratch-Off Character Sheets,14,1,200,55,20791,593,0.0865759222740609,0.127728671108637,0,20
433436093,"Damn the Man, Save the Music!",6,10,500,57.5,16600,596,0.060240963855421686,0.2284745608941791,0.060240963855421686,25
436308838,Gods and Goddesses: a 5th Edition Supplement,11,5,700,65,26325,715,0.05318138651471985,0.22491379489163596,0.05318138651471985,35
437414465,Cthulhu Britannica: London -  Call of Cthulhu RPG boxed set,11,40.04,4804.51,185.77,95211.04,617,0,0.14483933469193544,0.10597090421446925,185.77
442539871,BESM Extras – Fourth Edition RPG Expansions,12,1,1000,37.5,39340,464,0.05083884087442806,0.28467000112946483,0.18810371123538383,160
445774756,Creatures: Complete Monster Compendium 2 for 5E,9,10,290,80,345325,4041,0.25949467892564976,0.18264539217714534,0.25949467892564976,290
447196929,Drinking Quest: Old Habits,5,20.38,94.35,40.76,28613.1,804,0.27698501735219183,0.2408915196658642,0,20.38
451993777,The Pioneer RPG: Explore the Solar System,6,1.33,185.54,96.08500000000001,84073.64,561,0.7701993157427227,0.6092183435670837,0,185.54
452512093,"The Idol of Cthulhu, a scenario & props for Call of Cthulhu",7,1.19,442.74,53.41,19367.690000000002,216,0.3428958228885324,0.28596273962435603,0.3428958228885324,442.74
452642056,Caster Compendium,14,7.08,1487.76,81.47,53367.85,631,0,0.19198274703505716,0.1438131759102156,81.47
453807431,THE PHYLACTERY 4 and THE PHYLACTERY OMNIBUS,7,1,90,25,18118,443,0.019869742797218235,0.39476245804249893,0,55
454195859,Primeval Thule,26,1,2500,85,68305,815,0.036600541688016984,0.0904116649208379,0.16470243759607642,125
458610231,Numenera: A new roleplaying game from Monte Cook,33,1,10000,240,394805,4645,0,0.1175269768872051,0.1836349590304074,60
459004279,GODS - The dark fantasy RPG,10,1.13,453.61,107.73,69569.3,755,0.013040522184354305,0.21991421858024876,0.07938429738404727,113.4
459283824,The Goon™ for Savage Worlds,8,25,150,57.5,28350,471,0.3968253968253968,0.22909144636363918,0,150
468387422,Secrets of Magic: Lore & Magic Toolbox for 5E and Fateforge,9,10,400,80,99360,1160,0.11674718196457327,0.23690674260516906,0.1821658615136876,110
471004282,The Real Thing RPG,8,10,300,30,35525,870,0.059113300492610835,0.23189158698738782,0.059113300492610835,75
471896355,Old Gods of Appalachia Roleplaying Game,6,25,265,155,1376990,10965,0.46861269871240896,0.2994046144134394,0.46861269871240896,265
472688951,Middarmark,11,10,100,50,32494,876,0.006154982458299994,0.1933847508553681,0,38
481456403,DCC RPG: Fred Saberhagen's Empire of the East,4,1,30,10,30112,1100,0.9484590860786397,0.90147899665549,0,30
489324336,RPG - Castles & Crusades Monsters & Treasures,6,19,200,100,24549,350,0.25255611226526536,0.2842203839151652,0,75
492747462,Ruin Masters,5,18.97,108.38,48.77,47116.880000000005,958,0.2369244313290693,0.25849753844864654,0,48.77
493433619,An Inner Darkness - For 7th Edition Call of Cthulhu,9,1,500,50,18315,449,0.0546000546000546,0.19267357596595924,0.0546000546000546,50
502160252,7th Sea: Khitai,16,20,2000,205,156555,1926,0,0.1408494187421271,0.37002970202165375,60
505885200,Mutant: Mechatron - Rise of the Robots Roleplaying,6,1.12,336.96,53.35,106225.2,1643,0.07613108753855016,0.4406293571662471,0.07613108753855016,67.39
515294080,"Eclipse Phase, Second Edition RPG",13,1,1000,75,182185,2523,0.03842248264127124,0.25305641212871477,0.07341438647528611,100
515360362,Nightmare Over Ragged Hollow,3,13.48,44.95,24.72,54432.75,2274,0.04707000840486656,0.7954606798387498,0,24.72
518211075,John Carter of Mars - The Roleplaying Game,15,1.36,1084.75,135.59,182940.13,1532,0.04150674868329874,0.16175914802262206,0.3928332181681515,135.59
518795559,How to Write Adventure Modules That Don't Suck,8,1,75,19.5,106684,3240,0.014763225975778936,0.5468338929629234,0,45
518899010,Sunken Isles | 5e Adventure Campaign & Rules Supplement,5,25,250,85,355480,4300,0.32350624507707887,0.2692269484315462,0.32350624507707887,250
522276836,THE SECRET WORLD PRINT EDITION FOR SAVAGE WORLDS,6,5,220,65,66925,633,0.5423982069480762,0.3609764106559997,0,220
523178634,Wolves of God: Adventures in Dark Ages England,6,20,120,70,40340,808,0.053544868616757564,0.24239010552101878,0,80
527058881,The Citadel at Norðvorn,10,1,625,95,22092,589,0.056581567988412095,0.30195088247002505,0.07921419518377694,35
544383539,The Children of Eriu,11,0.75,2063.46,48.86,22433.12,337,0,0.339949516535066,0.08765967462394889,105.24
544551332,Ultimate Bestiary: The Dreaded Accursed for 5th Edition!,11,1,480,70,167694,4190,0.00858706930480518,0.22414628089055005,0.04699035147351724,50
549300341,7th Sea 3rd Edition,10,11.52,806.19,120.925,353109.79000000004,2325,0.022831142687944166,0.2118319714201553,0.38761021041076205,276.41
555279400,Surviving Strangehollow: Hand-painted 5E by a Legendary Team,9,30,260,120,77530,974,0.17438410937701534,0.23701863060161246,0.17438410937701534,65
557160512,Into the Odd Remastered,2,19.19,38.39,28.79,115495.13,3127,0.9606214565064345,0.9243442523882182,0,38.39
558229560,The Morra Cinematic Game System,14,1,500,200,13662,235,0.0365978626848192,0.18520275815980183,0.15371102327624067,35
558887718,Quests of Doom 4,21,6,1900,137,28544,288,0.06656390134529148,0.19439635284177745,0.1812289798206278,168
559049448,Manifest the RPG,8,1,200,77.5,18890,405,0.05293806246691371,0.30133569821773326,0,50
561091099,Acheron: A Grimpunk tabletop RPG,10,25,2499,319,30095,324,0.16607409868748962,0.2053517254065123,0.3253032065127098,105
565452076,Shinobigami - Modern Ninja Battle Tabletop RPG from Japan,10,5,110,41.5,75713,1506,0.12639837280255703,0.21399252119017,0,59
568075327,"CAVALIERS OF MARS, a tabletop roleplaying game.",17,5,750,85,27795,674,0.053966540744738264,0.16890213442732965,0.1025364274150027,50
568259137,Visigoths vs Mall Goths (game & weird 90s mall setting),11,6,666,45,14915,560,0.04465303385853168,0.14162128022589512,0.06476701307408649,25
573580999,Agon,4,10,75,20,52240,2550,0.014356814701378255,0.530336466133454,0,25
584013973,Bitter Chalice: a map-based Soulslike TTRPG,9,16.43,302.29,86.53,69694.89,689,0.004337333770094192,0.4156625188826482,0.004337333770094192,125.95
591415993,"Judges Guild Deluxe: Dark Tower, Caverns of Thracia, & More",5,1,450,150,63488,462,0.0850554435483871,0.44950063072307794,0.0850554435483871,150
591563271,Seekers Beyond The Shroud,8,1,90,25,14713,469,0.11010670835315707,0.2172907203690278,0,50
601005746,The Devil's Bridge: A 5th Edition Slavic Adventure,7,1.34,132.22,38.73,26647.469999999998,1013,0.10419825972221754,0.27525728581950176,0,25.38
604514297,Dungeons of Drakkenheim: Daggerheart,5,30,295,70,425200,3988,0.3801975540921919,0.27206970169093136,0.3801975540921919,295
607364375,Realm Fables: TTRPG World Generator & Preformed Settings,7,10.35,129.38,15.53,16579.13,771,0.04682272230207495,0.45516048249151503,0,25.88
610638383,The Gaia Complex: A Game of Flesh and Wires - Hardware 2119,7,1.35,470.84,60.54,14333.5,291,0.09854676108417344,0.19555341039408586,0.09854676108417344,73.99
619718556,TPK Bestiary - Vol. 2 for 5th Edition,7,17,400,60,57076,924,0.08409839512229308,0.18695445268483224,0.08409839512229308,90
624204713,Mercenaries Spies & Private Eyes RPG by Michael Stackpole,10,1,62,28.5,24619,883,0.3399813152443235,0.22352297744215122,0,62
624583950,"Monsters! Monsters rpg &""Toughest Dungeon in the World"" solo",11,2,127,17,33310,1057,0.35076553587511256,0.28893244965261333,0,29
624930796,"Lankhmar Savage Seas of Nehwon, a Fantasy RPG",6,1,125,55,25006,522,0.24994001439654484,0.25969746785685455,0,99
625447476,Monster Hunter International RPG: Savage Worlds Edition,6,12,500,52.5,102223,2038,0.024456335658315644,0.3078679364542686,0.024456335658315644,75
626308581,In Other Waters: Tidebreak,4,5,45,15,49520,1639,0.7587843295638126,0.6092502360300239,0,45
626598507,Monarchies of Mau Fantasy Tabletop RPG,21,5,1000,115,84370,1441,0.011852554225435581,0.13782439307919286,0.12356287780016594,45
626657280,Forest Kingdom Campaign Compendium for Pathfinder and 5E,9,30,450,100,33850,570,0.026587887740029542,0.23584865893277537,0.12998522895125553,50
628435005,Swordfish Islands: Hexcrawl Adventures on Hot Springs Island,7,15,125,50,23095,299,0.28685862740852996,0.38363999221754175,0,100
630633095,The Monster Hunters' Club RPG for Savage Worlds,16,2,1000,92.5,19169,580,0,0.20999483791780085,0.03912567165736345,30
630656171,Monsters of Drakkenheim - 5E Monsters with Lore Lairs & Loot,7,30,475,95,637630,5066,0.41344510139108887,0.24324764479382446,0.41344510139108887,475
631899736,World of Aetaltis - RPG Campaign Setting for 5E,5,10,500,75,35565,467,0.07029382820188387,0.31272974089475536,0.07029382820188387,150
637189433,Fall of Magic – a role playing game of profound fantasy,6,15,375,97.5,60960,971,0.030757874015748032,0.704573701248097,0.047818241469816274,65
644146134,Children of the Beast,7,1,5000,99,21720,345,0.2302025782688766,0.22701963971388744,0.34042357274401475,49
646409113,Spectacular Settlements for 5th Edition!,14,1,400,300,100989,2660,0.011882482250542139,0.3928707334802896,0.046787273861509666,50
646523073,Shadowdark RPG: The Western Reaches Setting,9,45,349,149,1981599,11085,0.19778320437182295,0.16540481370962276,0.4456608022107399,269
647709891,Iskløft - Grim Viking 5E Campaign Setting,4,1.21,42.44,24.25,17668.05,575,0.5572816468144476,0.4089798238342259,0,42.44
647740666,Tome of Beasts: 400+ New Monsters for 5th Edition,18,12,1750,73,175117,2264,0,0.29880793605344574,0.015418263218305476,90
649486549,Grim Hollow: Transformed,7,30,395,130,837575,5500,0.3636032594096051,0.23320271080089516,0.4076291675372355,395
